0.54691,-1.3556
-0.18318,-1.0128
0.1946,-0.52614
-0.45686,-0.78013
-0.043992,-0.77538
-0.40184,-0.35906
-0.031066,-0.87299
0.060517,-0.93698
0.36706,-0.89922
-0.34379,-0.91802
0.38323,-0.61328
0.051036,-1.2745
0.033797,-1.3028
0.082384,-0.93906
-0.32194,-1.1632
0.25295,-1.491
0.089122,-1.0797
-0.60454,-0.80181
-0.51567,-0.74073
0.059863,-0.49956
-0.044983,-0.89298
-0.24112,-1.0257
-0.56719,-0.97213
-0.14312,-1.1449
-0.61353,-1.0076
-0.60113,-1.5174
0.059406,-0.91227
0.09819,-1.1195
0.43632,-1.0089
0.33444,-0.75311
0.35662,-0.93493
0.20375,-0.67768
-0.091204,-1.0429
-0.073718,-0.49745
-0.38749,-0.70383
-0.13688,-0.87505
0.40755,-0.66052
-0.10871,-0.77073
-0.25824,-0.97792
-0.28226,-0.42988
-0.1567,-0.70388
0.27053,-1.0536
-0.1316,-0.54806
-0.22209,-1.1311
0.33147,-1.1043
0.4311,-0.8444
0.20842,-0.80958
0.35515,-0.89017
-0.083717,-0.69233
-0.12188,-0.52777
-0.033805,-0.81835
-0.2609,-0.60183
-0.3015,-0.79928
0.10375,-0.30679
0.29155,-0.2454
-0.14389,-0.76358
0.1397,-0.45643
-0.57377,-0.57792
0.20688,-0.56147
-0.036236,-0.41213
0.034866,-0.80995
-0.15435,-1.024
0.86357,-0.45192
0.10649,-0.45441
0.55908,-0.7783
0.519,-1.0368
-0.14221,-0.89582
-0.16717,-0.71017
-0.17636,-0.40281
-0.32405,-0.85104
-0.33356,-0.62906
-0.17477,-0.60757
-0.28264,-0.23215
-0.00028507,-1.0118
-0.0045213,-0.98764
-0.2121,-1.012
-0.27482,-0.80608
-0.26063,-0.38718
-0.18425,-0.92768
0.26702,-0.90565
0.021559,-0.74563
0.33807,-0.62331
0.074424,-0.37324
0.21784,-0.80842
0.20762,-0.54507
0.31776,-0.62445
0.26353,-0.49775
0.3079,-0.81621
0.42394,-0.65759
0.34804,-0.46614
0.075112,-0.31498
0.15461,-0.52192
0.10725,-0.67581
0.22055,-0.78185
0.30554,-0.8522
-0.070022,-0.79425
-0.23286,-0.55363
0.24421,-0.8713
-0.0508,-1.0129
0.60409,-0.72491
0.36908,-1.2374
0.12324,-1.1689
0.31898,-0.52802
0.3519,-0.71534
0.45354,-0.65968
0.32956,-0.87067
-0.25676,-0.79687
0.21944,-0.77303
-0.26394,-0.37112
0.14756,-0.51503
-0.54435,-0.43595
-0.38257,-0.77796
-0.53108,-0.81645
-0.10228,-0.80752
-0.43718,-1.0202
-0.29069,-0.28967
-0.26197,-0.9427
0.076091,-0.8484
0.26924,-1.0321
0.44556,-0.41081
-0.017801,-0.68872
-0.14501,-0.49049
-0.054041,-0.84703
0.27236,-0.3794
0.12142,-0.13966
0.18132,-0.75879
-0.12355,-0.1411
-0.39323,-0.36599
-0.16806,-0.33612
-0.58487,-0.47287
-0.54323,-0.69401
-0.4959,-0.54251
-0.70222,-0.31321
-1.2244,-0.76201
-0.56757,-0.23091
-0.38061,-0.25322
0.033821,-0.38444
-0.38919,-0.91837
0.29258,-0.76742
-0.63885,-0.75405
-0.19591,-0.50531
-0.73135,-0.37508
-0.63421,-0.13702
-0.29247,-0.66725
-0.30776,-0.40698
-0.39475,-0.3644
-0.26968,-0.13573
-0.57428,-0.81043
-0.61897,-0.77649
-0.60004,-0.45536
-0.032066,-0.42015
-0.19066,-0.79018
-0.32195,-0.62592
0.11162,-0.77269
-0.057665,-0.82274
-0.068795,-0.735
-0.23673,-0.65016
-0.19175,-0.28342
0.47921,0.13771
-0.10407,-0.12748
-0.83813,-0.15851
-0.19259,-0.33394
-0.18874,-0.80048
-0.6569,-0.389
